ID;City;Year;Needstates;Day#Daypart;NeedstateGroup
441937;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
442099;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
442655;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
443623;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
443632;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
443634;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
443635;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
443636;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
444177;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
444824;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
445272;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
445303;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
445306;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
445327;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
445338;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
445339;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
446729;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
446863;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
446866;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
446871;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
446873;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
446880;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
446882;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
446883;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
446908;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
448219;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
449502;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
449503;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
449505;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
449992;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
450818;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
450828;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
450829;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
450832;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
450833;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
451937;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
462884;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
462930;Hải Phòng;2018;Drinking ice-blended;Overall;Drinking beverages
109213;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
109221;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
109223;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
110052;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
110401;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
110407;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
110409;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
110410;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
110414;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
110418;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
110420;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
110421;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
110656;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
110762;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
111144;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
111430;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
111441;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
111446;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
112339;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
112340;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
112468;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
112514;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
112519;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
112522;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
112523;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
112572;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
112582;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
112583;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
112592;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
112817;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
112818;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
112819;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
112820;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
112822;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
112823;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
113050;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
113186;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
113187;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
113188;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
114608;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
118214;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
118215;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
118238;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
118244;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
118247;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
118273;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
118274;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
118278;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
118282;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
119483;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
119484;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
119485;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
120005;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
120006;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
120008;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
120012;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
120059;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
120060;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
120063;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
120064;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
120068;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
120080;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
120117;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
121483;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
121484;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
121549;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
121553;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
122071;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
122072;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
122075;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
122076;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
122079;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
122090;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
123635;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
123777;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
123780;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
123895;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
123939;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
123940;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
123941;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
123947;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
123948;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
123950;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
123952;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
124053;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
124301;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
125483;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
125485;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
125495;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
125497;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
125683;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
125688;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
125689;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
125691;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
125743;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
125744;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
125746;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
125797;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
125860;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
125901;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
125953;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
131462;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
131522;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
131555;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
131566;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
131569;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
131633;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
131636;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
132692;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
132963;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
132966;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
132970;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
132972;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
132979;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
132981;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
132984;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
133520;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
133613;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
133677;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
133685;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
133869;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134323;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134325;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134333;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134335;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134345;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134346;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134348;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134349;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134366;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134368;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134370;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134371;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134372;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134374;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134439;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134440;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134442;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134444;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134445;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134446;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134447;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134567;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134569;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134570;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134576;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134577;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134579;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134580;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134581;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134867;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134886;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134891;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134898;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134899;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134914;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134924;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134927;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134929;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134980;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134982;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134983;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134984;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
134985;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
135032;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
135039;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
135045;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
135046;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
135051;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
135063;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
135153;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
135164;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
135187;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
135280;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
135281;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
135284;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
135454;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
136173;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
136213;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
136216;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
136498;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
138471;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
138562;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
138804;Hải Phòng;2017;Drinking ice-blended;Overall;Drinking beverages
359399;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
359884;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
359984;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
360220;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
361515;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
362676;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
364345;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
364511;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
364678;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
366071;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
367797;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
368200;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
368241;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
368563;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
371873;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
377783;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
379869;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
381317;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
381497;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
382578;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
382583;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
382695;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
384921;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
384922;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
390744;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
391193;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
391432;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
392493;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
395039;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
396257;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
399749;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
399826;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
399827;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
399829;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
401631;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
407817;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
407818;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
410855;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
411312;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
411333;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
411335;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
411336;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
411355;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
411661;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
411682;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
411685;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
411688;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
411690;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
411694;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
411797;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
411843;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
414167;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
414170;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
414171;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
430323;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
430333;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
430334;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
430889;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
431631;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
432320;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
432539;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
432540;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
432545;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
433334;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
433702;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
435169;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
435967;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
435968;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
435971;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
435976;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
437245;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
437247;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
437248;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
437249;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
437251;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
437252;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
437767;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
437769;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
437910;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
438999;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
439065;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
439070;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
439174;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
439180;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
439181;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
440518;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
441895;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
441912;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
441913;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
441914;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
441915;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
441918;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
442248;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
442253;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
442836;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
442838;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
442839;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
443561;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
443567;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
443657;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
443720;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
443722;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
443727;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
443730;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
443731;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
443735;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
443997;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
443999;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
444000;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
444457;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
444459;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
444463;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
444464;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
445812;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
445864;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
445969;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
446096;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
446251;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
446260;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
446390;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
446563;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
446669;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
447016;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
447419;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
447669;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
447720;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
447767;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
448298;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
448300;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
448524;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
448536;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
448899;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
449119;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
449428;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
449429;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
449535;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
449682;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
450810;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
450973;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
451008;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
451423;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
451847;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
451850;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
451878;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
451899;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
451900;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
451901;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
451903;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
451904;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
451905;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
451906;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
451910;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
451911;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
451913;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
451941;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
452125;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
452199;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
452225;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
452356;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
452437;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
452517;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
452522;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
452523;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
452541;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
452560;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
452561;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
452577;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
452632;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
452707;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
452761;Hà Nội;2018;Drinking ice-blended;Overall;Drinking beverages
