ID,Daypart,Visit#Daypart
138509,Before 9 AM,1
138510,2 PM - before 5 PM,2
138510,9 AM - before 11 AM,2
138511,2 PM - before 5 PM,2
138511,5 PM - before 9 PM,6
138511,9 AM - before 11 AM,4
138512,5 PM - before 9 PM,2
138513,2 PM - before 5 PM,3
138513,5 PM - before 9 PM,5
138514,2 PM - before 5 PM,2
138514,5 PM - before 9 PM,6
138515,9 AM - before 11 AM,2
138516,5 PM - before 9 PM,1
138516,9 AM - before 11 AM,1
138526,5 PM - before 9 PM,2
138527,2 PM - before 5 PM,1
138527,5 PM - before 9 PM,1
138527,9 AM - before 11 AM,2
138528,11 AM - before 2 PM,1
138528,5 PM - before 9 PM,1
138528,9 AM - before 11 AM,2
138529,11 AM - before 2 PM,4
138529,2 PM - before 5 PM,4
138529,5 PM - before 9 PM,4
138529,9 PM or later,4
138530,11 AM - before 2 PM,2
138530,5 PM - before 9 PM,2
138531,11 AM - before 2 PM,2
138531,5 PM - before 9 PM,2
138531,Before 9 AM,3
138532,2 PM - before 5 PM,1
138532,5 PM - before 9 PM,1
138532,9 AM - before 11 AM,2
138533,5 PM - before 9 PM,3
138533,9 AM - before 11 AM,1
138534,2 PM - before 5 PM,12
138534,9 AM - before 11 AM,8
138535,5 PM - before 9 PM,3
138537,Before 9 AM,30
138538,11 AM - before 2 PM,14
138538,Before 9 AM,10
138540,2 PM - before 5 PM,4
138541,Before 9 AM,4
138542,2 PM - before 5 PM,2
138543,2 PM - before 5 PM,6
138544,Before 9 AM,12
138545,Before 9 AM,30
138546,Before 9 AM,30
138547,Before 9 AM,4
138548,Before 9 AM,4
138550,Before 9 AM,30
138551,Before 9 AM,30
138552,2 PM - before 5 PM,10
138552,Before 9 AM,20
138553,Before 9 AM,2
138554,2 PM - before 5 PM,10
138554,Before 9 AM,20
138555,Before 9 AM,30
138562,9 AM - before 11 AM,4
138571,5 PM - before 9 PM,2
138580,2 PM - before 5 PM,10
138580,5 PM - before 9 PM,10
138581,2 PM - before 5 PM,4
138582,5 PM - before 9 PM,4
138583,5 PM - before 9 PM,4
138583,9 PM or later,4
138584,2 PM - before 5 PM,3
138584,5 PM - before 9 PM,3
138584,9 PM or later,3
138584,Before 9 AM,3
138585,5 PM - before 9 PM,5
138585,9 PM or later,5
138586,Before 9 AM,2
138587,5 PM - before 9 PM,6
138587,9 PM or later,6
138588,5 PM - before 9 PM,4
138589,5 PM - before 9 PM,10
138589,9 PM or later,2
138590,5 PM - before 9 PM,2
138591,9 AM - before 11 AM,3
138592,9 AM - before 11 AM,3
138593,5 PM - before 9 PM,4
138593,Before 9 AM,4
138594,11 AM - before 2 PM,5
138594,2 PM - before 5 PM,5
138594,5 PM - before 9 PM,5
138594,9 AM - before 11 AM,5
138595,Before 9 AM,31
138596,5 PM - before 9 PM,5
138596,Before 9 AM,3
138597,2 PM - before 5 PM,2
138597,Before 9 AM,2
138598,11 AM - before 2 PM,2
138598,5 PM - before 9 PM,2
138599,5 PM - before 9 PM,6
138599,Before 9 AM,4
138600,11 AM - before 2 PM,2
138600,2 PM - before 5 PM,4
138600,5 PM - before 9 PM,3
138600,Before 9 AM,3
138601,11 AM - before 2 PM,4
138601,2 PM - before 5 PM,4
138601,5 PM - before 9 PM,4
138601,9 PM or later,4
138601,Before 9 AM,4
138602,5 PM - before 9 PM,3
138602,9 AM - before 11 AM,3
138602,Before 9 AM,2
138603,5 PM - before 9 PM,4
138603,9 PM or later,2
138603,Before 9 AM,4
138604,Before 9 AM,4
138605,9 AM - before 11 AM,4
138606,Before 9 AM,4
138607,Before 9 AM,4
138608,11 AM - before 2 PM,4
138609,9 AM - before 11 AM,4
138610,9 AM - before 11 AM,4
138611,Before 9 AM,4
138612,11 AM - before 2 PM,8
138613,Before 9 AM,4
138614,Before 9 AM,4
138615,11 AM - before 2 PM,4
138616,9 AM - before 11 AM,4
138617,Before 9 AM,4
138618,9 AM - before 11 AM,4
138619,9 AM - before 11 AM,4
138621,11 AM - before 2 PM,6
138621,5 PM - before 9 PM,5
138621,Before 9 AM,5
138624,5 PM - before 9 PM,3
138624,9 AM - before 11 AM,2
138625,11 AM - before 2 PM,2
138625,5 PM - before 9 PM,2
138626,5 PM - before 9 PM,2
138627,2 PM - before 5 PM,5
138627,9 AM - before 11 AM,3
138628,5 PM - before 9 PM,4
138628,9 AM - before 11 AM,4
138628,Before 9 AM,4
138631,5 PM - before 9 PM,4
138632,2 PM - before 5 PM,2
138632,5 PM - before 9 PM,1
138632,9 AM - before 11 AM,5
138633,2 PM - before 5 PM,5
138633,5 PM - before 9 PM,3
138633,Before 9 AM,8
138635,5 PM - before 9 PM,4
138635,Before 9 AM,8
138636,5 PM - before 9 PM,9
138636,9 AM - before 11 AM,7
138637,2 PM - before 5 PM,1
138637,9 AM - before 11 AM,2
138638,11 AM - before 2 PM,3
138638,5 PM - before 9 PM,3
138638,Before 9 AM,2
138639,5 PM - before 9 PM,2
138639,9 AM - before 11 AM,2
138640,5 PM - before 9 PM,2
138642,Before 9 AM,4
138646,5 PM - before 9 PM,5
138646,Before 9 AM,30
138647,9 AM - before 11 AM,2
138647,Before 9 AM,28
138651,2 PM - before 5 PM,10
138652,Before 9 AM,4
138653,Before 9 AM,10
138654,9 AM - before 11 AM,4
138655,Before 9 AM,4
138656,9 AM - before 11 AM,10
138657,5 PM - before 9 PM,8
138658,9 AM - before 11 AM,4
138660,2 PM - before 5 PM,15
138660,Before 9 AM,15
138662,5 PM - before 9 PM,4
138663,5 PM - before 9 PM,4
138664,5 PM - before 9 PM,5
138664,9 AM - before 11 AM,3
138665,5 PM - before 9 PM,4
138666,5 PM - before 9 PM,4
138667,5 PM - before 9 PM,8
138668,2 PM - before 5 PM,2
138668,5 PM - before 9 PM,4
138668,9 AM - before 11 AM,2
138669,5 PM - before 9 PM,4
138676,Before 9 AM,4
138677,Before 9 AM,4
138689,9 AM - before 11 AM,4
138690,9 AM - before 11 AM,4
138691,Before 9 AM,4
138692,9 AM - before 11 AM,4
138693,11 AM - before 2 PM,4
138694,Before 9 AM,4
138698,Before 9 AM,30
138699,Before 9 AM,6
138702,Before 9 AM,8
138703,11 AM - before 2 PM,8
138703,5 PM - before 9 PM,9
138703,Before 9 AM,8
138705,5 PM - before 9 PM,6
138705,Before 9 AM,6
138706,5 PM - before 9 PM,5
138706,Before 9 AM,5
138707,5 PM - before 9 PM,4
138708,9 PM or later,4
138713,5 PM - before 9 PM,4
138714,5 PM - before 9 PM,4
138714,9 AM - before 11 AM,6
138715,5 PM - before 9 PM,4
138716,11 AM - before 2 PM,4
138716,5 PM - before 9 PM,3
138716,9 AM - before 11 AM,4
138716,9 PM or later,7
138717,5 PM - before 9 PM,8
138717,9 AM - before 11 AM,12
138718,5 PM - before 9 PM,4
138719,2 PM - before 5 PM,3
138719,5 PM - before 9 PM,3
138719,9 AM - before 11 AM,4
138720,2 PM - before 5 PM,5
138720,5 PM - before 9 PM,5
138720,9 AM - before 11 AM,5
138721,2 PM - before 5 PM,3
138721,5 PM - before 9 PM,3
138721,9 AM - before 11 AM,4
138724,2 PM - before 5 PM,30
138724,Before 9 AM,30
138725,5 PM - before 9 PM,4
138725,Before 9 AM,4
138726,2 PM - before 5 PM,10
138726,9 AM - before 11 AM,10
138727,Before 9 AM,12
138728,Before 9 AM,30
138729,5 PM - before 9 PM,2
138729,9 AM - before 11 AM,1
138730,2 PM - before 5 PM,1
138730,5 PM - before 9 PM,5
138730,9 AM - before 11 AM,2
138733,5 PM - before 9 PM,22
138733,Before 9 AM,8
138734,Before 9 AM,12
138735,5 PM - before 9 PM,12
138740,Before 9 AM,30
138741,5 PM - before 9 PM,16
138742,5 PM - before 9 PM,4
138743,Before 9 AM,30
138744,Before 9 AM,8
138745,5 PM - before 9 PM,8
138746,Before 9 AM,30
138747,Before 9 AM,30
138748,5 PM - before 9 PM,4
138750,11 AM - before 2 PM,7
138750,2 PM - before 5 PM,4
138750,5 PM - before 9 PM,4
138750,9 AM - before 11 AM,5
138750,9 PM or later,4
138750,Before 9 AM,4
138751,2 PM - before 5 PM,1
138751,5 PM - before 9 PM,1
138752,11 AM - before 2 PM,2
138752,5 PM - before 9 PM,2
138753,11 AM - before 2 PM,4
138753,2 PM - before 5 PM,4
138753,5 PM - before 9 PM,7
138753,9 PM or later,6
138754,11 AM - before 2 PM,1
138754,5 PM - before 9 PM,1
138755,11 AM - before 2 PM,2
138755,5 PM - before 9 PM,4
138755,9 PM or later,2
138756,11 AM - before 2 PM,5
138756,2 PM - before 5 PM,5
138756,5 PM - before 9 PM,5
138756,9 AM - before 11 AM,5
138756,9 PM or later,4
138757,5 PM - before 9 PM,1
138757,9 AM - before 11 AM,1
138758,2 PM - before 5 PM,3
138758,5 PM - before 9 PM,2
138758,Before 9 AM,25
138759,5 PM - before 9 PM,4
138759,Before 9 AM,6
138760,2 PM - before 5 PM,4
138760,5 PM - before 9 PM,4
138760,Before 9 AM,4
138761,2 PM - before 5 PM,2
138761,Before 9 AM,28
138762,5 PM - before 9 PM,4
138762,Before 9 AM,4
138763,9 AM - before 11 AM,4
138764,5 PM - before 9 PM,2
138764,9 AM - before 11 AM,1
138767,5 PM - before 9 PM,7
138767,9 PM or later,3
138768,5 PM - before 9 PM,2
138769,5 PM - before 9 PM,3
138769,9 PM or later,1
138770,11 AM - before 2 PM,2
138770,5 PM - before 9 PM,2
138771,5 PM - before 9 PM,2
138772,5 PM - before 9 PM,4
138773,2 PM - before 5 PM,1
138773,5 PM - before 9 PM,3
138775,11 AM - before 2 PM,26
138796,11 AM - before 2 PM,20
138796,5 PM - before 9 PM,10
138796,Before 9 AM,30
138797,11 AM - before 2 PM,5
138797,2 PM - before 5 PM,2
138797,5 PM - before 9 PM,3
138797,Before 9 AM,20
138798,5 PM - before 9 PM,2
138798,Before 9 AM,4
138799,5 PM - before 9 PM,1
138799,Before 9 AM,29
138800,5 PM - before 9 PM,2
138800,Before 9 AM,28
138804,9 PM or later,4
138813,5 PM - before 9 PM,7
138814,5 PM - before 9 PM,10
138814,Before 9 AM,10
138815,5 PM - before 9 PM,30
138815,Before 9 AM,30
138825,2 PM - before 5 PM,2
138825,5 PM - before 9 PM,3
138826,5 PM - before 9 PM,1
138826,Before 9 AM,1
138827,2 PM - before 5 PM,4
138827,5 PM - before 9 PM,7
138827,9 AM - before 11 AM,2
138828,2 PM - before 5 PM,10
138828,5 PM - before 9 PM,10
138828,Before 9 AM,5
138829,9 AM - before 11 AM,8
138830,9 AM - before 11 AM,30
138831,9 AM - before 11 AM,30
138838,2 PM - before 5 PM,4
138838,5 PM - before 9 PM,4
138838,9 AM - before 11 AM,8
138840,5 PM - before 9 PM,8
138840,9 AM - before 11 AM,8
138841,5 PM - before 9 PM,4
138841,9 AM - before 11 AM,4
138842,2 PM - before 5 PM,6
138842,9 AM - before 11 AM,6
138843,2 PM - before 5 PM,5
138843,9 AM - before 11 AM,7
138845,2 PM - before 5 PM,1
138845,5 PM - before 9 PM,1
138845,9 AM - before 11 AM,2
138846,5 PM - before 9 PM,7
138846,Before 9 AM,5
138847,2 PM - before 5 PM,3
138847,5 PM - before 9 PM,9
138848,11 AM - before 2 PM,2
138848,5 PM - before 9 PM,4
138848,9 AM - before 11 AM,2
138849,5 PM - before 9 PM,4
138850,5 PM - before 9 PM,7
138850,Before 9 AM,5
138851,2 PM - before 5 PM,3
138851,5 PM - before 9 PM,9
138855,Before 9 AM,4
138861,Before 9 AM,8
138864,11 AM - before 2 PM,3
138864,5 PM - before 9 PM,3
138864,9 PM or later,3
138864,Before 9 AM,5
138865,5 PM - before 9 PM,2
138865,9 AM - before 11 AM,2
138866,5 PM - before 9 PM,12
138866,9 AM - before 11 AM,8
138867,2 PM - before 5 PM,2
138867,9 AM - before 11 AM,3
138867,9 PM or later,3
138868,5 PM - before 9 PM,2
138868,9 AM - before 11 AM,2
138869,5 PM - before 9 PM,5
138869,Before 9 AM,5
138873,11 AM - before 2 PM,4
138873,2 PM - before 5 PM,2
138873,5 PM - before 9 PM,4
138873,9 AM - before 11 AM,2
138873,9 PM or later,2
138873,Before 9 AM,6
138879,2 PM - before 5 PM,3
138879,5 PM - before 9 PM,5
138880,2 PM - before 5 PM,5
138880,5 PM - before 9 PM,5
138880,9 AM - before 11 AM,5
138882,2 PM - before 5 PM,4
138882,5 PM - before 9 PM,6
138882,9 AM - before 11 AM,5
138883,5 PM - before 9 PM,4
138883,9 AM - before 11 AM,4
138907,11 AM - before 2 PM,4
138907,5 PM - before 9 PM,5
138907,9 PM or later,5
138907,Before 9 AM,4
138908,11 AM - before 2 PM,2
138908,2 PM - before 5 PM,3
138908,5 PM - before 9 PM,5
138909,11 AM - before 2 PM,1
138909,5 PM - before 9 PM,2
138910,11 AM - before 2 PM,2
138910,5 PM - before 9 PM,2
138911,5 PM - before 9 PM,3
138911,9 PM or later,1
138912,5 PM - before 9 PM,3
138913,11 AM - before 2 PM,5
138913,2 PM - before 5 PM,4
138913,5 PM - before 9 PM,9
138913,9 PM or later,5
138913,Before 9 AM,7
138917,5 PM - before 9 PM,2
138918,2 PM - before 5 PM,1
138918,5 PM - before 9 PM,3
138919,11 AM - before 2 PM,1
138919,2 PM - before 5 PM,1
138919,5 PM - before 9 PM,2
138920,5 PM - before 9 PM,2
138920,9 AM - before 11 AM,1
138920,Before 9 AM,1
138921,11 AM - before 2 PM,1
138921,5 PM - before 9 PM,2
138921,9 PM or later,1
138922,2 PM - before 5 PM,3
138922,5 PM - before 9 PM,3
138922,9 AM - before 11 AM,3
138932,2 PM - before 5 PM,30
138932,Before 9 AM,60
138933,11 AM - before 2 PM,2
138933,5 PM - before 9 PM,6
138934,5 PM - before 9 PM,4
138934,Before 9 AM,26
138935,Before 9 AM,12
138936,Before 9 AM,30
138937,Before 9 AM,30
138940,11 AM - before 2 PM,5
138940,2 PM - before 5 PM,5
138940,Before 9 AM,20
138941,Before 9 AM,30
138942,Before 9 AM,30
138943,Before 9 AM,8
138944,Before 9 AM,4
138945,11 AM - before 2 PM,5
138945,Before 9 AM,25
138951,5 PM - before 9 PM,2
138951,9 PM or later,2
138968,9 AM - before 11 AM,2
138969,5 PM - before 9 PM,10
138969,Before 9 AM,20
138970,Before 9 AM,4
138971,5 PM - before 9 PM,5
138971,Before 9 AM,5
138973,Before 9 AM,8
138974,5 PM - before 9 PM,7
138974,Before 9 AM,23
138975,2 PM - before 5 PM,1
138975,5 PM - before 9 PM,1
138976,2 PM - before 5 PM,1
138976,5 PM - before 9 PM,1
138977,5 PM - before 9 PM,1
138977,9 AM - before 11 AM,1
138978,2 PM - before 5 PM,2
138978,Before 9 AM,28
138979,2 PM - before 5 PM,1
138979,5 PM - before 9 PM,2
138980,5 PM - before 9 PM,5
138980,Before 9 AM,25
138983,Before 9 AM,4
138984,5 PM - before 9 PM,2
138984,Before 9 AM,6
138985,5 PM - before 9 PM,5
138985,Before 9 AM,25
138987,Before 9 AM,2
138989,Before 9 AM,3
138990,5 PM - before 9 PM,5
138991,5 PM - before 9 PM,4
138991,Before 9 AM,4
138994,11 AM - before 2 PM,2
138994,2 PM - before 5 PM,4
138996,11 AM - before 2 PM,5
138996,9 AM - before 11 AM,4
138999,9 AM - before 11 AM,2
139000,11 AM - before 2 PM,2
139000,9 AM - before 11 AM,2
139001,9 AM - before 11 AM,3
139001,Before 9 AM,1
139004,2 PM - before 5 PM,2
139004,Before 9 AM,2
139005,5 PM - before 9 PM,2
139005,Before 9 AM,2
139006,11 AM - before 2 PM,6
139006,5 PM - before 9 PM,8
139006,9 PM or later,4
139006,Before 9 AM,12
139007,2 PM - before 5 PM,4
139007,5 PM - before 9 PM,4
139007,9 AM - before 11 AM,4
139007,Before 9 AM,2
139008,5 PM - before 9 PM,3
139008,Before 9 AM,5
139009,11 AM - before 2 PM,2
139009,5 PM - before 9 PM,1
139011,5 PM - before 9 PM,4
139012,2 PM - before 5 PM,1
139012,Before 9 AM,1
139013,5 PM - before 9 PM,8
139014,9 AM - before 11 AM,15
139014,Before 9 AM,15
139015,5 PM - before 9 PM,4
139017,5 PM - before 9 PM,1
139017,9 AM - before 11 AM,2
139018,Before 9 AM,4
139019,5 PM - before 9 PM,12
139020,5 PM - before 9 PM,4
139021,Before 9 AM,31
139022,5 PM - before 9 PM,4
139022,Before 9 AM,26
139023,Before 9 AM,30
139024,5 PM - before 9 PM,4
139025,5 PM - before 9 PM,2
139026,5 PM - before 9 PM,4
139026,9 PM or later,2
139027,9 AM - before 11 AM,2
139028,5 PM - before 9 PM,10
139028,Before 9 AM,10
139029,Before 9 AM,30
139030,9 AM - before 11 AM,4
139030,Before 9 AM,3
139031,9 AM - before 11 AM,2
139031,Before 9 AM,6
139032,Before 9 AM,28
139033,9 AM - before 11 AM,5
139033,Before 9 AM,15
139034,9 AM - before 11 AM,4
139036,11 AM - before 2 PM,3
139036,2 PM - before 5 PM,5
139036,5 PM - before 9 PM,5
139036,9 PM or later,3
139036,Before 9 AM,4
139037,5 PM - before 9 PM,4
139037,9 AM - before 11 AM,4
139039,11 AM - before 2 PM,10
139039,Before 9 AM,20
139041,11 AM - before 2 PM,2
139041,2 PM - before 5 PM,1
139042,Before 9 AM,30
139043,5 PM - before 9 PM,5
139043,Before 9 AM,25
139045,9 AM - before 11 AM,4
139046,5 PM - before 9 PM,4
139052,9 AM - before 11 AM,1
139052,Before 9 AM,2
139053,2 PM - before 5 PM,15
139053,5 PM - before 9 PM,5
139054,2 PM - before 5 PM,3
139054,9 AM - before 11 AM,5
139055,11 AM - before 2 PM,10
139055,Before 9 AM,20
139056,11 AM - before 2 PM,4
139056,2 PM - before 5 PM,3
139062,5 PM - before 9 PM,12
139063,5 PM - before 9 PM,8
139064,5 PM - before 9 PM,30
139065,Before 9 AM,12
139069,Before 9 AM,30
139070,Before 9 AM,30
139071,Before 9 AM,4
139072,Before 9 AM,2
139080,5 PM - before 9 PM,2
139081,Before 9 AM,2
139082,Before 9 AM,30
139083,5 PM - before 9 PM,6
139083,Before 9 AM,30
139085,Before 9 AM,30
139086,5 PM - before 9 PM,4
139086,Before 9 AM,28
139087,2 PM - before 5 PM,2
139087,Before 9 AM,28
139088,Before 9 AM,4
139089,5 PM - before 9 PM,4
139096,9 AM - before 11 AM,5
139097,9 AM - before 11 AM,2
139097,Before 9 AM,2
139098,2 PM - before 5 PM,4
139098,9 AM - before 11 AM,4
139099,2 PM - before 5 PM,7
139099,9 AM - before 11 AM,2
139100,Before 9 AM,10
139101,Before 9 AM,8
139102,Before 9 AM,30
139103,2 PM - before 5 PM,3
139103,5 PM - before 9 PM,6
139103,9 AM - before 11 AM,3
139136,2 PM - before 5 PM,2
139137,Before 9 AM,30
139144,2 PM - before 5 PM,4
139145,9 AM - before 11 AM,2
139160,Before 9 AM,4
139164,Before 9 AM,28
139170,11 AM - before 2 PM,3
139170,2 PM - before 5 PM,3
139170,5 PM - before 9 PM,6
139170,9 AM - before 11 AM,3
139170,Before 9 AM,5
139171,Before 9 AM,10
139172,5 PM - before 9 PM,10
139172,9 AM - before 11 AM,10
139172,Before 9 AM,30
139173,9 AM - before 11 AM,2
139173,Before 9 AM,4
139174,Before 9 AM,30
139175,5 PM - before 9 PM,5
139175,Before 9 AM,15
139176,Before 9 AM,4
139177,Before 9 AM,20
139178,5 PM - before 9 PM,2
139178,Before 9 AM,8
139179,Before 9 AM,30
139180,5 PM - before 9 PM,4
139180,Before 9 AM,4
139181,Before 9 AM,8
139182,Before 9 AM,12
139183,2 PM - before 5 PM,10
139183,5 PM - before 9 PM,10
139183,Before 9 AM,10
139192,11 AM - before 2 PM,10
139192,Before 9 AM,10
139208,Before 9 AM,4
139209,5 PM - before 9 PM,20
139210,2 PM - before 5 PM,8
139210,Before 9 AM,8
139211,9 AM - before 11 AM,4
139212,Before 9 AM,30
139227,Before 9 AM,4
139228,Before 9 AM,30
139229,5 PM - before 9 PM,4
139229,Before 9 AM,30
139230,Before 9 AM,4
139231,Before 9 AM,30
139232,5 PM - before 9 PM,2
139233,Before 9 AM,4
139240,2 PM - before 5 PM,5
139240,9 AM - before 11 AM,25
139241,5 PM - before 9 PM,4
139242,5 PM - before 9 PM,15
139242,Before 9 AM,15
139243,5 PM - before 9 PM,8
139243,Before 9 AM,8
139299,Before 9 AM,30
139300,9 AM - before 11 AM,4
139301,5 PM - before 9 PM,18
139301,9 AM - before 11 AM,5
139301,Before 9 AM,7
139302,Before 9 AM,8
139309,5 PM - before 9 PM,8
139310,5 PM - before 9 PM,4
139311,Before 9 AM,30
139312,9 AM - before 11 AM,4
139313,5 PM - before 9 PM,10
139313,Before 9 AM,20
139314,5 PM - before 9 PM,3
139314,Before 9 AM,4
139315,5 PM - before 9 PM,20
139315,Before 9 AM,20
139317,Before 9 AM,30
139318,5 PM - before 9 PM,10
139318,Before 9 AM,20
139619,9 AM - before 11 AM,8
139620,Before 9 AM,4
139781,5 PM - before 9 PM,4
139781,9 AM - before 11 AM,4
139782,5 PM - before 9 PM,8
139783,2 PM - before 5 PM,5
139783,5 PM - before 9 PM,3
139784,5 PM - before 9 PM,4
139784,9 AM - before 11 AM,4
139785,Before 9 AM,8
139878,5 PM - before 9 PM,4
139879,2 PM - before 5 PM,5
139879,5 PM - before 9 PM,3
139880,5 PM - before 9 PM,4
139881,5 PM - before 9 PM,3
139881,9 AM - before 11 AM,1
139914,11 AM - before 2 PM,4
139914,2 PM - before 5 PM,4
139914,5 PM - before 9 PM,4
139914,9 AM - before 11 AM,4
139914,Before 9 AM,4
139915,5 PM - before 9 PM,3
139916,11 AM - before 2 PM,4
139916,5 PM - before 9 PM,5
139916,Before 9 AM,3
139917,5 PM - before 9 PM,5
139917,Before 9 AM,5
139918,5 PM - before 9 PM,6
139920,5 PM - before 9 PM,5
139920,9 PM or later,1
139920,Before 9 AM,6
139949,5 PM - before 9 PM,4
139950,11 AM - before 2 PM,2
139950,5 PM - before 9 PM,6
139951,11 AM - before 2 PM,2
139951,5 PM - before 9 PM,2
139952,11 AM - before 2 PM,1
139952,5 PM - before 9 PM,2
139953,2 PM - before 5 PM,1
139953,5 PM - before 9 PM,1
139956,5 PM - before 9 PM,2
139956,Before 9 AM,2
139957,5 PM - before 9 PM,2
139957,9 AM - before 11 AM,2
139958,2 PM - before 5 PM,2
139958,5 PM - before 9 PM,2
139959,2 PM - before 5 PM,2
139959,5 PM - before 9 PM,5
139959,9 AM - before 11 AM,3
139959,9 PM or later,5
139960,5 PM - before 9 PM,4
139960,Before 9 AM,4
139961,2 PM - before 5 PM,4
139961,5 PM - before 9 PM,4
139962,5 PM - before 9 PM,7
139962,9 AM - before 11 AM,5
139965,5 PM - before 9 PM,1
139965,9 AM - before 11 AM,2
139966,5 PM - before 9 PM,4
139971,5 PM - before 9 PM,4
139987,5 PM - before 9 PM,2
139988,11 AM - before 2 PM,2
139988,5 PM - before 9 PM,4
139988,9 PM or later,2
139989,5 PM - before 9 PM,2
139989,9 PM or later,1
139991,11 AM - before 2 PM,5
139991,2 PM - before 5 PM,3
139991,5 PM - before 9 PM,7
139991,9 AM - before 11 AM,5
139991,9 PM or later,3
139991,Before 9 AM,7
139992,5 PM - before 9 PM,3
139994,11 AM - before 2 PM,2
139994,5 PM - before 9 PM,2
139995,5 PM - before 9 PM,1
139995,9 AM - before 11 AM,1
139996,11 AM - before 2 PM,5
139996,5 PM - before 9 PM,5
139996,Before 9 AM,6
139997,5 PM - before 9 PM,5
139997,Before 9 AM,5
140007,5 PM - before 9 PM,3
140007,9 AM - before 11 AM,1
140008,5 PM - before 9 PM,2
140009,2 PM - before 5 PM,1
140009,9 AM - before 11 AM,3
140010,5 PM - before 9 PM,3
140019,5 PM - before 9 PM,4
140029,2 PM - before 5 PM,1
140029,5 PM - before 9 PM,3
140030,11 AM - before 2 PM,1
140030,2 PM - before 5 PM,1
140030,5 PM - before 9 PM,2
140031,2 PM - before 5 PM,1
140031,5 PM - before 9 PM,1
140032,11 AM - before 2 PM,2
140032,2 PM - before 5 PM,2
140032,5 PM - before 9 PM,4
140032,9 PM or later,4
140033,11 AM - before 2 PM,2
140033,2 PM - before 5 PM,2
140033,5 PM - before 9 PM,4
140034,11 AM - before 2 PM,2
140034,2 PM - before 5 PM,2
140034,5 PM - before 9 PM,5
140034,9 AM - before 11 AM,2
140034,9 PM or later,3
140034,Before 9 AM,2
140035,5 PM - before 9 PM,4
140057,5 PM - before 9 PM,5
140057,9 AM - before 11 AM,5
140057,9 PM or later,5
140058,5 PM - before 9 PM,4
140059,2 PM - before 5 PM,5
140059,5 PM - before 9 PM,10
140059,9 AM - before 11 AM,5
140059,9 PM or later,10
140060,2 PM - before 5 PM,10
140060,5 PM - before 9 PM,10
140060,Before 9 AM,10
140061,5 PM - before 9 PM,4
140061,9 AM - before 11 AM,2
140062,5 PM - before 9 PM,7
140062,9 PM or later,3
140063,5 PM - before 9 PM,3
140063,9 PM or later,1
140064,5 PM - before 9 PM,4
140095,11 AM - before 2 PM,1
140095,5 PM - before 9 PM,2
140095,Before 9 AM,1
140096,11 AM - before 2 PM,2
140096,5 PM - before 9 PM,2
140097,5 PM - before 9 PM,1
140097,9 PM or later,1
140098,5 PM - before 9 PM,3
140098,9 PM or later,1
140099,11 AM - before 2 PM,1
140099,5 PM - before 9 PM,2
140099,9 PM or later,1
140100,5 PM - before 9 PM,2
140101,11 AM - before 2 PM,2
140101,5 PM - before 9 PM,5
140101,9 PM or later,3
140102,11 AM - before 2 PM,1
140102,5 PM - before 9 PM,1
140103,11 AM - before 2 PM,4
140103,5 PM - before 9 PM,7
140103,9 PM or later,4
140129,2 PM - before 5 PM,3
140129,5 PM - before 9 PM,6
140129,9 AM - before 11 AM,3
140130,5 PM - before 9 PM,4
140130,9 AM - before 11 AM,2
140131,5 PM - before 9 PM,7
140131,9 AM - before 11 AM,5
140132,5 PM - before 9 PM,2
140135,5 PM - before 9 PM,4
140135,Before 9 AM,4
140136,Before 9 AM,4
140137,5 PM - before 9 PM,4
140138,2 PM - before 5 PM,6
140138,5 PM - before 9 PM,6
140139,5 PM - before 9 PM,4
140140,2 PM - before 5 PM,6
140140,5 PM - before 9 PM,3
140140,9 AM - before 11 AM,3
140141,5 PM - before 9 PM,4
140141,Before 9 AM,4
140142,5 PM - before 9 PM,2
140142,Before 9 AM,2
140143,5 PM - before 9 PM,4
140143,Before 9 AM,4
140144,11 AM - before 2 PM,3
140144,5 PM - before 9 PM,4
140144,Before 9 AM,3
140145,5 PM - before 9 PM,8
140145,Before 9 AM,8
140146,5 PM - before 9 PM,16
140147,5 PM - before 9 PM,4
140149,2 PM - before 5 PM,1
140149,5 PM - before 9 PM,4
140149,9 AM - before 11 AM,3
140167,5 PM - before 9 PM,7
140167,9 AM - before 11 AM,5
140221,5 PM - before 9 PM,4
140222,2 PM - before 5 PM,3
140222,5 PM - before 9 PM,5
140223,2 PM - before 5 PM,3
140223,5 PM - before 9 PM,5
140224,11 AM - before 2 PM,2
140224,2 PM - before 5 PM,1
140225,2 PM - before 5 PM,1
140225,5 PM - before 9 PM,3
140226,2 PM - before 5 PM,2
140226,9 AM - before 11 AM,2
140226,Before 9 AM,4
140227,2 PM - before 5 PM,4
140227,5 PM - before 9 PM,6
140227,9 AM - before 11 AM,2
140230,9 PM or later,4
140230,Before 9 AM,8
140231,5 PM - before 9 PM,10
140231,9 AM - before 11 AM,5
140231,9 PM or later,10
140231,Before 9 AM,5
140232,2 PM - before 5 PM,5
140232,5 PM - before 9 PM,15
140232,9 AM - before 11 AM,5
140232,9 PM or later,0
140232,Before 9 AM,5
140233,5 PM - before 9 PM,2
140235,2 PM - before 5 PM,5
140235,5 PM - before 9 PM,5
140235,9 AM - before 11 AM,5
140235,Before 9 AM,5
140236,11 AM - before 2 PM,1
140236,5 PM - before 9 PM,3
