ID,Needstates,Day#Daypart,NeedstateGroup
138815,Socialzing,Overall,Socializing
138815,Working / Business meeting,Overall,Working & business meeting
138825,Drinking coffee,Overall,Drinking beverages
138825,Drinking ice-blended,Overall,Drinking beverages
138825,Socialzing,Overall,Socializing
138826,Drinking coffee,Overall,Drinking beverages
138826,Socialzing,Overall,Socializing
138827,Drinking coffee,Overall,Drinking beverages
138827,Drinking tea,Overall,Drinking beverages
138827,Socialzing,Overall,Socializing
138828,Drinking coffee,Overall,Drinking beverages
138828,Relaxing (Alone),Overall,Relaxing & entertainment
138828,Socialzing,Overall,Socializing
138828,Working / Business meeting,Overall,Working & business meeting
138829,Drinking coffee,Overall,Drinking beverages
138829,Drinking tea,Overall,Drinking beverages
138829,Socialzing,Overall,Socializing
138830,Drinking coffee,Overall,Drinking beverages
138830,Drinking tea,Overall,Drinking beverages
138830,Socialzing,Overall,Socializing
138831,Drinking coffee,Overall,Drinking beverages
138831,Drinking tea,Overall,Drinking beverages
138831,Socialzing,Overall,Socializing
138838,Drinking coffee,Overall,Drinking beverages
138838,Drinking ice-blended,Overall,Drinking beverages
138838,Drinking tea,Overall,Drinking beverages
138838,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138838,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
138838,Have snack / pastry,Overall,Meals & Snack
138838,Socialzing,Overall,Socializing
138838,Working / Business meeting,Overall,Working & business meeting
138840,Drinking ice-blended,Overall,Drinking beverages
138840,Drinking tea,Overall,Drinking beverages
138840,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138840,Socialzing,Overall,Socializing
138841,Drinking coffee,Overall,Drinking beverages
138841,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138841,Drinking tea,Overall,Drinking beverages
138841,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138841,Socialzing,Overall,Socializing
138842,Drinking coffee,Overall,Drinking beverages
138842,Drinking tea,Overall,Drinking beverages
138842,Socialzing,Overall,Socializing
138842,Working / Business meeting,Overall,Working & business meeting
138843,Drinking coffee,Overall,Drinking beverages
138843,Drinking tea,Overall,Drinking beverages
138843,Socialzing,Overall,Socializing
138843,Working / Business meeting,Overall,Working & business meeting
138845,Drinking coffee,Overall,Drinking beverages
138845,Socialzing,Overall,Socializing
138846,Socialzing,Overall,Socializing
138846,Working / Business meeting,Overall,Working & business meeting
138847,Drinking coffee,Overall,Drinking beverages
138847,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138847,Drinking tea,Overall,Drinking beverages
138847,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138847,Socialzing,Overall,Socializing
138848,Drinking coffee,Overall,Drinking beverages
138848,Socialzing,Overall,Socializing
138849,Socialzing,Overall,Socializing
138850,Socialzing,Overall,Socializing
138850,Working / Business meeting,Overall,Working & business meeting
138851,Drinking coffee,Overall,Drinking beverages
138851,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138851,Drinking tea,Overall,Drinking beverages
138851,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138851,Socialzing,Overall,Socializing
138855,Drinking coffee,Overall,Drinking beverages
138855,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
138855,Relaxing (Alone),Overall,Relaxing & entertainment
138861,Drinking coffee,Overall,Drinking beverages
138861,Drinking ice-blended,Overall,Drinking beverages
138861,Socialzing,Overall,Socializing
138864,Drinking coffee,Overall,Drinking beverages
138864,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138864,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138864,Socialzing,Overall,Socializing
138865,Drinking coffee,Overall,Drinking beverages
138865,Socialzing,Overall,Socializing
138866,Drinking coffee,Overall,Drinking beverages
138866,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138866,Socialzing,Overall,Socializing
138867,Drinking coffee,Overall,Drinking beverages
138867,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138867,Socialzing,Overall,Socializing
138868,Drinking coffee,Overall,Drinking beverages
138868,Drinking ice-blended,Overall,Drinking beverages
138868,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138868,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
138868,Socialzing,Overall,Socializing
138869,Drinking coffee,Overall,Drinking beverages
138869,Socialzing,Overall,Socializing
138873,Drinking coffee,Overall,Drinking beverages
138873,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138873,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138873,Socialzing,Overall,Socializing
138879,Drinking coffee,Overall,Drinking beverages
138879,Drinking ice-blended,Overall,Drinking beverages
138879,Socialzing,Overall,Socializing
138880,Drinking coffee,Overall,Drinking beverages
138880,Drinking tea,Overall,Drinking beverages
138880,Socialzing,Overall,Socializing
138882,Drinking coffee,Overall,Drinking beverages
138882,Drinking tea,Overall,Drinking beverages
138882,Socialzing,Overall,Socializing
138882,Working / Business meeting,Overall,Working & business meeting
138883,Drinking coffee,Overall,Drinking beverages
138883,Drinking ice-blended,Overall,Drinking beverages
138883,Socialzing,Overall,Socializing
138907,Drinking coffee,Overall,Drinking beverages
138907,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138907,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138907,Relaxing (Alone),Overall,Relaxing & entertainment
138907,Socialzing,Overall,Socializing
138908,Drinking coffee,Overall,Drinking beverages
138908,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138908,Socialzing,Overall,Socializing
138909,Drinking coffee,Overall,Drinking beverages
138909,Socialzing,Overall,Socializing
138910,Drinking coffee,Overall,Drinking beverages
138910,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138910,Socialzing,Overall,Socializing
138911,Drinking coffee,Overall,Drinking beverages
138911,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138911,Socialzing,Overall,Socializing
138912,Drinking coffee,Overall,Drinking beverages
138912,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138912,Socialzing,Overall,Socializing
138913,Drinking coffee,Overall,Drinking beverages
138913,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138913,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138913,Relaxing (Alone),Overall,Relaxing & entertainment
138913,Socialzing,Overall,Socializing
138917,Drinking coffee,Overall,Drinking beverages
138917,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138917,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138917,Socialzing,Overall,Socializing
138918,Drinking coffee,Overall,Drinking beverages
138918,Drinking tea,Overall,Drinking beverages
138918,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138918,Socialzing,Overall,Socializing
138919,Drinking coffee,Overall,Drinking beverages
138919,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138919,Drinking tea,Overall,Drinking beverages
138919,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138919,Socialzing,Overall,Socializing
138919,Working / Business meeting,Overall,Working & business meeting
138920,Drinking coffee,Overall,Drinking beverages
138920,Socialzing,Overall,Socializing
138921,Drinking coffee,Overall,Drinking beverages
138921,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138921,Drinking tea,Overall,Drinking beverages
138921,Socialzing,Overall,Socializing
138922,Drinking coffee,Overall,Drinking beverages
138922,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138922,Socialzing,Overall,Socializing
138932,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138932,Socialzing,Overall,Socializing
138933,Drinking coffee,Overall,Drinking beverages
138933,Drinking ice-blended,Overall,Drinking beverages
138933,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138933,Relaxing (Alone),Overall,Relaxing & entertainment
138933,Studying / Reading books,Overall,Studying & Others
138934,Drinking coffee,Overall,Drinking beverages
138934,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138934,Socialzing,Overall,Socializing
138934,Working / Business meeting,Overall,Working & business meeting
138935,Drinking coffee,Overall,Drinking beverages
138935,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138935,Socialzing,Overall,Socializing
138936,Drinking coffee,Overall,Drinking beverages
138936,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138936,Socialzing,Overall,Socializing
138937,Drinking coffee,Overall,Drinking beverages
138940,Drinking coffee,Overall,Drinking beverages
138940,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138940,Drinking tea,Overall,Drinking beverages
138940,Socialzing,Overall,Socializing
138941,Drinking coffee,Overall,Drinking beverages
138941,Drinking tea,Overall,Drinking beverages
138942,Drinking coffee,Overall,Drinking beverages
138942,Drinking tea,Overall,Drinking beverages
138942,Relaxing (Alone),Overall,Relaxing & entertainment
138943,Drinking coffee,Overall,Drinking beverages
138943,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138943,Drinking tea,Overall,Drinking beverages
138943,Socialzing,Overall,Socializing
138944,Drinking coffee,Overall,Drinking beverages
138944,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138944,Drinking tea,Overall,Drinking beverages
138945,Drinking coffee,Overall,Drinking beverages
138945,Drinking tea,Overall,Drinking beverages
138951,Drinking coffee,Overall,Drinking beverages
138951,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138951,Socialzing,Overall,Socializing
138968,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138968,Relaxing (Alone),Overall,Relaxing & entertainment
138968,Socialzing,Overall,Socializing
138969,Drinking coffee,Overall,Drinking beverages
138969,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138969,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138969,Relaxing (Alone),Overall,Relaxing & entertainment
138969,Socialzing,Overall,Socializing
138970,Drinking coffee,Overall,Drinking beverages
138970,Relaxing (Alone),Overall,Relaxing & entertainment
138970,Socialzing,Overall,Socializing
138971,Drinking tea,Overall,Drinking beverages
138971,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138971,Socialzing,Overall,Socializing
138973,Drinking coffee,Overall,Drinking beverages
138973,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138973,Relaxing (Alone),Overall,Relaxing & entertainment
138973,Socialzing,Overall,Socializing
138974,Drinking coffee,Overall,Drinking beverages
138974,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138974,Socialzing,Overall,Socializing
138975,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138975,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138975,Socialzing,Overall,Socializing
138976,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138976,Socialzing,Overall,Socializing
138977,Socialzing,Overall,Socializing
138978,Drinking coffee,Overall,Drinking beverages
138978,Relaxing (Alone),Overall,Relaxing & entertainment
138978,Socialzing,Overall,Socializing
138979,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138979,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138979,Socialzing,Overall,Socializing
138980,Drinking coffee,Overall,Drinking beverages
138980,Relaxing (Alone),Overall,Relaxing & entertainment
138980,Socialzing,Overall,Socializing
138983,Drinking coffee,Overall,Drinking beverages
138983,Relaxing (Alone),Overall,Relaxing & entertainment
138984,Drinking tea,Overall,Drinking beverages
138984,Relaxing (Alone),Overall,Relaxing & entertainment
138985,Drinking coffee,Overall,Drinking beverages
138985,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138985,Drinking tea,Overall,Drinking beverages
138985,Relaxing (Alone),Overall,Relaxing & entertainment
138985,Socialzing,Overall,Socializing
138987,Drinking coffee,Overall,Drinking beverages
138989,Drinking coffee,Overall,Drinking beverages
138989,Relaxing (Alone),Overall,Relaxing & entertainment
138990,Drinking coffee,Overall,Drinking beverages
138990,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138991,Drinking coffee,Overall,Drinking beverages
138991,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138991,Socialzing,Overall,Socializing
138994,Drinking coffee,Overall,Drinking beverages
138994,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
138994,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138994,Socialzing,Overall,Socializing
138994,Working / Business meeting,Overall,Working & business meeting
138996,Drinking coffee,Overall,Drinking beverages
138996,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
138996,Socialzing,Overall,Socializing
138999,Drinking coffee,Overall,Drinking beverages
138999,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
139000,Drinking coffee,Overall,Drinking beverages
139000,Socialzing,Overall,Socializing
139001,Drinking coffee,Overall,Drinking beverages
139001,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
139001,Relaxing (Alone),Overall,Relaxing & entertainment
139001,Socialzing,Overall,Socializing
139004,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139004,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139004,Socialzing,Overall,Socializing
139005,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139005,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139005,Relaxing (Alone),Overall,Relaxing & entertainment
139005,Socialzing,Overall,Socializing
139006,Drinking coffee,Overall,Drinking beverages
139006,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139006,Socialzing,Overall,Socializing
139007,Drinking coffee,Overall,Drinking beverages
139007,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139007,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139007,Socialzing,Overall,Socializing
139008,Drinking coffee,Overall,Drinking beverages
139008,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139008,Socialzing,Overall,Socializing
139009,Drinking coffee,Overall,Drinking beverages
139009,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139009,Drinking tea,Overall,Drinking beverages
139009,Socialzing,Overall,Socializing
139011,Socialzing,Overall,Socializing
139012,Drinking coffee,Overall,Drinking beverages
139012,Socialzing,Overall,Socializing
139013,Socialzing,Overall,Socializing
139014,Drinking coffee,Overall,Drinking beverages
139014,Relaxing (Alone),Overall,Relaxing & entertainment
139014,Socialzing,Overall,Socializing
139015,Drinking coffee,Overall,Drinking beverages
139015,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139015,Socialzing,Overall,Socializing
139017,Drinking coffee,Overall,Drinking beverages
139017,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139017,Socialzing,Overall,Socializing
139018,Socialzing,Overall,Socializing
139019,Socialzing,Overall,Socializing
139020,Socialzing,Overall,Socializing
139021,Drinking coffee,Overall,Drinking beverages
139021,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139021,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
139022,Drinking coffee,Overall,Drinking beverages
139022,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139022,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
139022,Socialzing,Overall,Socializing
139023,Drinking coffee,Overall,Drinking beverages
139023,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139023,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
139024,Drinking coffee,Overall,Drinking beverages
139024,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139024,Have snack / pastry,Overall,Meals & Snack
139025,Drinking coffee,Overall,Drinking beverages
139025,Socialzing,Overall,Socializing
139026,Drinking coffee,Overall,Drinking beverages
139026,Drinking tea,Overall,Drinking beverages
139026,Socialzing,Overall,Socializing
139027,Socialzing,Overall,Socializing
139028,Drinking coffee,Overall,Drinking beverages
139028,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139028,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139028,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
139028,Socialzing,Overall,Socializing
139029,Drinking coffee,Overall,Drinking beverages
139029,Drinking tea,Overall,Drinking beverages
139029,Socialzing,Overall,Socializing
139030,Drinking coffee,Overall,Drinking beverages
139030,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139030,Drinking tea,Overall,Drinking beverages
139030,Socialzing,Overall,Socializing
139031,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139031,Socialzing,Overall,Socializing
139031,Working / Business meeting,Overall,Working & business meeting
139032,Drinking coffee,Overall,Drinking beverages
139032,Drinking tea,Overall,Drinking beverages
139033,Drinking coffee,Overall,Drinking beverages
139033,Drinking ice-blended,Overall,Drinking beverages
139033,Drinking tea,Overall,Drinking beverages
139033,Socialzing,Overall,Socializing
139034,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139034,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139034,Socialzing,Overall,Socializing
139036,Drinking coffee,Overall,Drinking beverages
139036,Drinking ice-blended,Overall,Drinking beverages
139036,Socialzing,Overall,Socializing
139036,Working / Business meeting,Overall,Working & business meeting
139037,Drinking coffee,Overall,Drinking beverages
139037,Socialzing,Overall,Socializing
139039,Drinking coffee,Overall,Drinking beverages
139039,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139039,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139039,Relaxing (Alone),Overall,Relaxing & entertainment
139039,Socialzing,Overall,Socializing
139041,Drinking ice-blended,Overall,Drinking beverages
139041,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139041,Drinking tea,Overall,Drinking beverages
139041,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139041,Socialzing,Overall,Socializing
139041,Working / Business meeting,Overall,Working & business meeting
139042,Drinking coffee,Overall,Drinking beverages
139042,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139042,Relaxing (Alone),Overall,Relaxing & entertainment
139042,Socialzing,Overall,Socializing
139043,Drinking coffee,Overall,Drinking beverages
139043,Drinking ice-blended,Overall,Drinking beverages
139043,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139043,Drinking tea,Overall,Drinking beverages
139043,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139043,Relaxing (Alone),Overall,Relaxing & entertainment
139043,Socialzing,Overall,Socializing
139045,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139045,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139045,Relaxing (Alone),Overall,Relaxing & entertainment
139045,Socialzing,Overall,Socializing
139046,Drinking ice-blended,Overall,Drinking beverages
139046,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139046,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139046,Relaxing (Alone),Overall,Relaxing & entertainment
139046,Socialzing,Overall,Socializing
139052,Drinking coffee,Overall,Drinking beverages
139052,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139052,Socialzing,Overall,Socializing
139053,Drinking coffee,Overall,Drinking beverages
139053,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139053,Relaxing (Alone),Overall,Relaxing & entertainment
139053,Socialzing,Overall,Socializing
139054,Drinking coffee,Overall,Drinking beverages
139054,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139054,Relaxing (Alone),Overall,Relaxing & entertainment
139054,Socialzing,Overall,Socializing
139055,Drinking coffee,Overall,Drinking beverages
139055,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139055,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
139055,Relaxing (Alone),Overall,Relaxing & entertainment
139056,Drinking tea,Overall,Drinking beverages
139056,Socialzing,Overall,Socializing
139062,Drinking coffee,Overall,Drinking beverages
139062,Drinking tea,Overall,Drinking beverages
139062,Working / Business meeting,Overall,Working & business meeting
139063,Drinking coffee,Overall,Drinking beverages
139063,Drinking tea,Overall,Drinking beverages
139064,Drinking coffee,Overall,Drinking beverages
139064,Drinking ice-blended,Overall,Drinking beverages
139064,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139064,Drinking tea,Overall,Drinking beverages
139064,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139064,Have snack / pastry,Overall,Meals & Snack
139064,Socialzing,Overall,Socializing
139065,Drinking coffee,Overall,Drinking beverages
139065,Drinking tea,Overall,Drinking beverages
139069,Drinking coffee,Overall,Drinking beverages
139069,Socialzing,Overall,Socializing
139070,Drinking coffee,Overall,Drinking beverages
139070,Drinking tea,Overall,Drinking beverages
139070,Socialzing,Overall,Socializing
139071,Have snack / pastry,Overall,Meals & Snack
139071,Socialzing,Overall,Socializing
139072,Drinking coffee,Overall,Drinking beverages
139072,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
139072,Relaxing (Alone),Overall,Relaxing & entertainment
139080,Drinking coffee,Overall,Drinking beverages
139080,Relaxing (Alone),Overall,Relaxing & entertainment
139081,Drinking coffee,Overall,Drinking beverages
139081,Drinking tea,Overall,Drinking beverages
139081,Socialzing,Overall,Socializing
139082,Drinking coffee,Overall,Drinking beverages
139082,Drinking tea,Overall,Drinking beverages
139082,Socialzing,Overall,Socializing
139082,Working / Business meeting,Overall,Working & business meeting
139083,Drinking coffee,Overall,Drinking beverages
139083,Drinking tea,Overall,Drinking beverages
139083,Socialzing,Overall,Socializing
139085,Drinking coffee,Overall,Drinking beverages
139085,Drinking tea,Overall,Drinking beverages
139085,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139085,Socialzing,Overall,Socializing
139086,Drinking coffee,Overall,Drinking beverages
139086,Drinking tea,Overall,Drinking beverages
139086,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139086,Socialzing,Overall,Socializing
139087,Drinking coffee,Overall,Drinking beverages
139087,Drinking tea,Overall,Drinking beverages
139087,Relaxing (Alone),Overall,Relaxing & entertainment
139088,Drinking coffee,Overall,Drinking beverages
139088,Drinking tea,Overall,Drinking beverages
139088,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139088,Socialzing,Overall,Socializing
139089,Drinking coffee,Overall,Drinking beverages
139089,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139089,Drinking tea,Overall,Drinking beverages
139089,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139089,Socialzing,Overall,Socializing
139096,Drinking coffee,Overall,Drinking beverages
139096,Relaxing (Alone),Overall,Relaxing & entertainment
139096,Socialzing,Overall,Socializing
139097,Drinking coffee,Overall,Drinking beverages
139097,Socialzing,Overall,Socializing
139098,Relaxing (Alone),Overall,Relaxing & entertainment
139098,Socialzing,Overall,Socializing
139099,Drinking coffee,Overall,Drinking beverages
139099,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139099,Relaxing (Alone),Overall,Relaxing & entertainment
139099,Socialzing,Overall,Socializing
139100,Drinking coffee,Overall,Drinking beverages
139100,Relaxing (Alone),Overall,Relaxing & entertainment
139100,Socialzing,Overall,Socializing
139101,Socialzing,Overall,Socializing
139102,Drinking coffee,Overall,Drinking beverages
139102,Relaxing (Alone),Overall,Relaxing & entertainment
139102,Socialzing,Overall,Socializing
139103,Socialzing,Overall,Socializing
139136,Drinking coffee,Overall,Drinking beverages
139136,Drinking ice-blended,Overall,Drinking beverages
139136,Drinking tea,Overall,Drinking beverages
139136,Socialzing,Overall,Socializing
139137,Drinking coffee,Overall,Drinking beverages
139137,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139137,Drinking tea,Overall,Drinking beverages
139137,Working / Business meeting,Overall,Working & business meeting
139144,Socialzing,Overall,Socializing
139145,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139160,Drinking coffee,Overall,Drinking beverages
139160,Socialzing,Overall,Socializing
139160,Working / Business meeting,Overall,Working & business meeting
139164,Drinking coffee,Overall,Drinking beverages
139164,Socialzing,Overall,Socializing
139170,Drinking coffee,Overall,Drinking beverages
139170,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
139170,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139170,Relaxing (Alone),Overall,Relaxing & entertainment
139171,Drinking coffee,Overall,Drinking beverages
139171,Relaxing (Alone),Overall,Relaxing & entertainment
139172,Drinking coffee,Overall,Drinking beverages
139172,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139172,Relaxing (Alone),Overall,Relaxing & entertainment
139173,Drinking coffee,Overall,Drinking beverages
139173,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
139174,Drinking coffee,Overall,Drinking beverages
139174,Relaxing (Alone),Overall,Relaxing & entertainment
139175,Drinking coffee,Overall,Drinking beverages
139175,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139175,Relaxing (Alone),Overall,Relaxing & entertainment
139175,Socialzing,Overall,Socializing
139175,Working / Business meeting,Overall,Working & business meeting
139176,Drinking coffee,Overall,Drinking beverages
139176,Relaxing (Alone),Overall,Relaxing & entertainment
139177,Drinking coffee,Overall,Drinking beverages
139177,Relaxing (Alone),Overall,Relaxing & entertainment
139178,Drinking coffee,Overall,Drinking beverages
139178,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139178,Relaxing (Alone),Overall,Relaxing & entertainment
139179,Drinking coffee,Overall,Drinking beverages
139179,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139180,Drinking coffee,Overall,Drinking beverages
139180,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139180,Have snack / pastry,Overall,Meals & Snack
139180,Socialzing,Overall,Socializing
139181,Drinking coffee,Overall,Drinking beverages
139181,Socialzing,Overall,Socializing
139182,Drinking coffee,Overall,Drinking beverages
139182,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
139182,Socialzing,Overall,Socializing
139182,Working / Business meeting,Overall,Working & business meeting
139183,Drinking coffee,Overall,Drinking beverages
139183,Relaxing (Alone),Overall,Relaxing & entertainment
139192,Drinking coffee,Overall,Drinking beverages
139192,Drinking tea,Overall,Drinking beverages
